직원번호,이직여부,나이,성별,결혼상태,집까지거리,교육수준,전공분야,부서,직급,직무,최근승진후경과연수,총근속연수,회사근속연수,현재직무근속연수,현재상사와근속연수,이전근무회사수,월급,급여인상률,스톡옵션수준,성과평가,연간교육횟수,업무몰입도,야근여부,출장빈도,직무만족도,근무환경만족도,인간관계만족도,워라밸만족도
228,No,30,Female,Married,5,3,Life Sciences,Sales,3,Sales Executive,7,12,10,9,4,2,9419,12,1,3,2,3,No,Travel_Rarely,4,2,3,3
230,No,38,Female,Single,1,4,Life Sciences,Sales,2,Sales Executive,0,12,8,3,7,4,8686,22,0,4,2,2,No,Travel_Rarely,4,1,3,4
231,No,32,Male,Single,6,5,Life Sciences,Research & Development,1,Research Scientist,1,8,5,4,4,3,3038,20,0,4,2,3,No,Travel_Rarely,3,3,1,3
233,No,27,Male,Married,17,3,Technical Degree,Research & Development,1,Research Scientist,1,6,5,2,1,0,3058,16,1,3,3,3,Yes,Travel_Rarely,2,3,4,2
235,Yes,19,Female,Single,1,1,Technical Degree,Sales,1,Sales Representative,0,1,0,0,0,0,2325,21,0,4,5,1,No,Travel_Frequently,1,3,1,4
238,No,36,Male,Single,3,2,Medical,Research & Development,1,Laboratory Technician,7,13,8,7,2,4,2088,12,0,3,3,3,No,Travel_Frequently,2,4,3,2
239,No,30,Male,Divorced,9,3,Medical,Research & Development,2,Laboratory Technician,6,12,12,9,10,1,3072,11,2,3,4,3,No,Non-Travel,1,3,3,3
240,No,45,Female,Divorced,4,2,Life Sciences,Sales,2,Sales Executive,0,9,5,4,3,4,5006,11,1,3,3,3,Yes,Travel_Rarely,1,3,1,4
241,No,56,Female,Divorced,8,3,Life Sciences,Research & Development,1,Research Scientist,2,19,2,2,2,4,4257,18,1,3,3,3,Yes,Travel_Rarely,1,3,3,3
242,No,33,Male,Single,2,3,Life Sciences,Research & Development,1,Research Scientist,0,4,3,1,2,0,2500,14,0,3,2,3,No,Travel_Rarely,4,3,1,4
243,Yes,19,Male,Single,2,3,Life Sciences,Research & Development,1,Laboratory Technician,1,1,1,0,0,1,1102,22,0,4,3,2,No,Travel_Rarely,4,2,3,2
244,No,46,Female,Divorced,1,2,Marketing,Sales,3,Sales Executive,15,24,24,13,7,1,10453,25,3,4,2,3,No,Travel_Rarely,1,2,3,3
245,No,38,Female,Single,9,2,Life Sciences,Research & Development,1,Laboratory Technician,2,2,2,2,1,1,2288,12,0,3,3,3,No,Travel_Rarely,4,3,3,3
246,No,31,Female,Married,12,1,Medical,Research & Development,1,Research Scientist,0,7,4,2,2,8,3929,23,1,4,0,3,Yes,Travel_Rarely,4,3,3,3
247,No,34,Female,Single,27,2,Medical,Research & Development,1,Research Scientist,1,9,3,2,2,2,2311,15,0,3,3,3,No,Travel_Rarely,2,4,4,3
248,Yes,41,Female,Single,20,2,Marketing,Sales,1,Sales Representative,0,4,4,3,2,1,3140,22,0,4,5,3,Yes,Travel_Rarely,2,2,4,2
249,No,50,Male,Married,1,3,Medical,Research & Development,1,Laboratory Technician,0,5,3,2,2,2,3690,15,1,3,2,2,No,Travel_Rarely,3,3,4,2
250,No,53,Female,Divorced,13,2,Medical,Research & Development,2,Manufacturing Director,1,5,4,2,3,1,4450,11,2,3,3,4,No,Travel_Rarely,1,4,3,3
252,No,33,Female,Married,14,3,Medical,Research & Development,1,Research Scientist,1,8,8,7,6,1,2756,13,1,3,5,3,No,Travel_Rarely,2,4,4,3
253,No,40,Female,Married,4,1,Medical,Research & Development,5,Manager,9,21,20,8,9,1,19033,14,1,3,2,3,No,Travel_Rarely,3,4,2,3
254,No,55,Male,Single,14,4,Medical,Research & Development,5,Research Director,2,36,24,15,15,8,18722,11,0,3,3,4,No,Travel_Rarely,2,3,4,3
256,No,34,Male,Married,2,1,Life Sciences,Research & Development,2,Manufacturing Director,1,10,10,9,9,1,9547,17,0,3,2,2,No,Travel_Frequently,3,4,3,2
258,No,51,Female,Single,3,3,Medical,Research & Development,4,Healthcare Representative,1,21,7,7,0,3,13734,18,0,3,6,3,No,Travel_Rarely,2,4,3,3
259,No,52,Male,Married,1,4,Life Sciences,Research & Development,5,Manager,11,34,33,18,9,0,19999,14,1,3,5,2,No,Travel_Rarely,3,3,1,3
260,No,27,Female,Single,9,3,Medical,Research & Development,1,Research Scientist,0,7,7,7,3,1,2279,16,0,3,2,3,No,Travel_Rarely,2,4,4,2
261,Yes,35,Male,Married,23,2,Life Sciences,Research & Development,2,Manufacturing Director,0,8,1,0,1,3,5916,13,0,3,1,2,Yes,Travel_Rarely,3,2,1,3
262,No,43,Male,Divorced,7,3,Medical,Research & Development,1,Research Scientist,2,7,5,4,2,4,2089,14,3,3,3,4,No,Non-Travel,4,4,4,4
264,No,45,Male,Married,2,2,Medical,Research & Development,4,Manager,11,22,20,8,8,9,16792,23,1,4,1,2,No,Non-Travel,4,1,4,3
267,No,37,Male,Married,21,3,Life Sciences,Research & Development,1,Research Scientist,1,8,8,7,7,1,3564,12,1,3,3,4,Yes,Travel_Rarely,1,2,1,2
269,No,35,Female,Single,2,3,Medical,Research & Development,2,Laboratory Technician,1,10,6,2,2,5,4425,11,0,3,5,3,No,Travel_Frequently,2,2,4,3
270,No,42,Female,Divorced,21,2,Medical,Research & Development,2,Manufacturing Director,0,11,5,3,2,2,5265,16,1,3,5,3,No,Non-Travel,3,3,2,3
271,No,38,Male,Married,2,4,Life Sciences,Research & Development,2,Manufacturing Director,0,14,1,0,0,9,6553,14,0,3,3,3,No,Travel_Rarely,3,4,2,3
273,No,38,Male,Married,29,3,Technical Degree,Research & Development,2,Manufacturing Director,1,9,7,7,7,3,6261,18,1,3,3,3,No,Travel_Rarely,4,4,1,1
274,No,27,Male,Married,1,1,Technical Degree,Research & Development,2,Manufacturing Director,2,6,2,2,0,5,4298,19,1,3,1,2,No,Travel_Frequently,1,3,3,3
275,No,49,Male,Divorced,18,4,Life Sciences,Research & Development,2,Manufacturing Director,1,7,7,7,7,1,6804,15,2,3,0,3,Yes,Non-Travel,4,4,1,3
277,No,34,Male,Divorced,10,4,Medical,Research & Development,1,Research Scientist,2,5,5,3,0,1,3815,17,1,3,4,3,Yes,Travel_Frequently,3,4,4,4
281,No,40,Male,Married,19,2,Medical,Research & Development,2,Laboratory Technician,3,15,7,2,7,8,2741,15,1,3,2,3,Yes,Travel_Rarely,4,3,3,4
282,Yes,38,Male,Married,29,1,Medical,Research & Development,2,Healthcare Representative,0,17,1,0,0,7,6673,19,0,3,2,3,Yes,Travel_Rarely,1,2,2,3
283,Yes,29,Female,Married,27,3,Marketing,Sales,3,Sales Executive,1,10,10,4,9,1,7639,22,3,4,3,3,No,Travel_Rarely,4,2,4,2
284,No,22,Male,Divorced,5,3,Life Sciences,Research & Development,1,Research Scientist,2,4,4,2,2,1,2328,16,1,3,2,4,Yes,Travel_Rarely,2,4,1,2
286,No,36,Female,Single,18,1,Medical,Research & Development,1,Laboratory Technician,1,8,8,1,7,1,2153,13,0,3,2,3,No,Travel_Frequently,4,2,1,3
287,No,40,Male,Married,9,5,Life Sciences,Research & Development,2,Healthcare Representative,0,5,3,2,2,9,4876,14,1,3,5,2,No,Non-Travel,4,4,4,1
288,No,46,Male,Divorced,1,4,Medical,Research & Development,3,Healthcare Representative,0,17,4,2,3,7,9396,16,1,3,3,3,No,Travel_Rarely,1,4,3,3
291,Yes,32,Male,Married,4,4,Medical,Sales,3,Sales Executive,9,14,14,8,8,1,10400,11,0,3,2,1,No,Travel_Rarely,4,4,3,2
292,No,30,Male,Single,1,1,Life Sciences,Research & Development,3,Manufacturing Director,5,12,11,8,8,1,8474,22,0,4,2,2,No,Non-Travel,3,3,3,3
293,No,27,Female,Single,20,3,Life Sciences,Sales,2,Sales Executive,0,7,7,7,7,1,9981,14,0,3,2,3,No,Travel_Frequently,3,4,4,3
296,No,51,Male,Married,8,4,Life Sciences,Research & Development,3,Research Director,4,16,10,9,7,5,12490,16,2,3,5,2,No,Travel_Rarely,2,2,4,1
297,Yes,30,Female,Single,3,3,Technical Degree,Research & Development,1,Research Scientist,0,8,5,2,4,5,2657,11,0,3,5,3,Yes,Travel_Rarely,1,4,3,3
298,No,41,Female,Single,6,3,Life Sciences,Sales,3,Manager,0,16,1,0,0,3,13591,18,0,3,3,3,Yes,Travel_Rarely,4,4,3,3
299,Yes,30,Female,Single,26,4,Marketing,Sales,2,Sales Executive,0,9,6,3,1,5,6696,15,0,3,5,2,No,Travel_Frequently,1,3,3,2
300,Yes,29,Male,Single,1,3,Technical Degree,Research & Development,1,Research Scientist,1,7,6,2,5,0,2058,14,0,3,1,3,No,Travel_Rarely,3,3,4,2
302,No,45,Female,Single,6,3,Medical,Sales,3,Sales Executive,12,23,19,7,8,6,8865,12,0,3,2,2,No,Non-Travel,4,4,4,3
303,No,54,Female,Married,3,3,Marketing,Sales,2,Sales Executive,0,16,6,2,5,2,5940,14,1,3,4,3,No,Travel_Rarely,1,4,4,3
304,No,36,Male,Single,5,2,Life Sciences,Research & Development,2,Laboratory Technician,3,16,13,11,7,8,5914,16,0,3,3,3,No,Travel_Rarely,2,4,4,4
305,No,33,Female,Married,4,4,Medical,Research & Development,1,Research Scientist,1,7,3,2,1,6,2622,21,0,4,3,2,No,Travel_Rarely,2,3,4,3
306,No,37,Male,Divorced,11,3,Other,Research & Development,3,Research Director,0,10,10,8,7,1,12185,14,3,3,1,3,Yes,Travel_Frequently,4,2,3,3
307,No,38,Male,Divorced,3,3,Life Sciences,Sales,3,Sales Executive,5,17,16,10,13,0,10609,12,2,3,6,3,No,Travel_Rarely,3,1,3,2
308,No,31,Male,Married,1,4,Medical,Research & Development,2,Manufacturing Director,1,6,5,4,4,0,4345,12,1,3,2,1,No,Non-Travel,3,3,4,3
309,No,59,Male,Married,3,3,Life Sciences,Research & Development,1,Research Scientist,0,7,1,0,0,3,2177,17,1,3,6,2,No,Travel_Rarely,4,3,1,3
311,No,37,Male,Divorced,4,4,Marketing,Sales,1,Sales Representative,5,13,9,8,8,4,2793,17,1,3,2,3,No,Travel_Frequently,4,1,3,3
312,No,29,Female,Married,1,1,Medical,Sales,3,Sales Executive,4,11,11,10,1,1,7918,14,1,3,5,3,No,Travel_Frequently,4,2,4,3
314,No,35,Female,Single,1,3,Marketing,Sales,3,Sales Executive,0,10,10,7,8,1,8789,14,0,3,3,3,No,Travel_Frequently,3,3,1,4
315,Yes,29,Male,Single,18,1,Medical,Research & Development,1,Research Scientist,0,4,4,3,1,1,2389,13,0,3,3,2,Yes,Travel_Rarely,4,3,3,2
316,No,52,Female,Single,2,3,Life Sciences,Research & Development,1,Laboratory Technician,2,6,2,2,2,7,3212,15,0,3,3,2,No,Travel_Rarely,4,3,2,2
319,No,42,Male,Married,4,2,Technical Degree,Research & Development,5,Manager,11,22,22,17,15,1,19232,11,0,3,3,3,No,Travel_Rarely,4,3,4,3
321,No,59,Male,Married,6,2,Medical,Human Resources,1,Human Resources,2,7,2,2,2,8,2267,17,0,3,2,3,No,Travel_Rarely,3,2,4,2
323,No,50,Female,Divorced,1,4,Medical,Sales,5,Manager,0,32,7,0,6,3,19517,11,1,3,3,3,No,Travel_Rarely,4,4,3,2
325,Yes,33,Male,Married,14,3,Medical,Research & Development,1,Laboratory Technician,0,8,5,4,4,5,2436,13,1,3,2,3,Yes,Travel_Rarely,4,3,3,1
327,No,43,Female,Married,16,3,Marketing,Sales,4,Manager,1,22,17,13,9,5,16064,22,1,4,3,3,Yes,Travel_Rarely,4,4,3,3
328,Yes,33,Female,Married,2,2,Life Sciences,Research & Development,1,Laboratory Technician,1,13,9,7,7,7,2707,20,0,4,3,3,No,Travel_Rarely,1,1,1,4
329,No,52,Male,Single,2,4,Life Sciences,Sales,5,Manager,15,33,33,7,12,1,19068,18,0,3,2,2,Yes,Non-Travel,3,1,4,4
330,No,32,Female,Married,4,2,Life Sciences,Sales,1,Sales Representative,1,6,4,3,2,2,3931,11,1,3,5,3,No,Travel_Rarely,2,3,1,3
331,Yes,32,Male,Single,1,3,Life Sciences,Research & Development,1,Laboratory Technician,1,4,3,2,2,0,3730,14,0,3,2,2,Yes,Travel_Rarely,3,4,4,1
332,No,39,Female,Divorced,1,4,Medical,Research & Development,1,Laboratory Technician,1,7,3,2,2,7,2232,14,3,3,1,3,No,Travel_Rarely,3,3,3,3
333,No,32,Male,Married,26,4,Marketing,Sales,2,Sales Executive,2,4,3,2,2,0,4465,18,0,3,2,3,No,Non-Travel,4,3,1,3
334,No,41,Male,Divorced,19,2,Life Sciences,Research & Development,2,Research Scientist,0,17,1,0,0,2,3072,16,2,3,2,3,No,Travel_Rarely,1,3,1,2
335,No,40,Male,Divorced,24,2,Technical Degree,Research & Development,2,Research Scientist,4,9,9,8,7,1,3319,17,2,3,3,3,No,Travel_Rarely,4,1,1,3
336,No,45,Male,Married,1,3,Other,Research & Development,5,Manager,1,25,24,0,7,0,19202,11,1,3,2,4,No,Travel_Rarely,4,3,3,3
337,No,31,Male,Divorced,3,4,Medical,Research & Development,3,Research Director,2,9,2,2,2,9,13675,12,1,3,3,3,No,Travel_Frequently,3,2,1,3
338,No,33,Female,Married,5,4,Life Sciences,Research & Development,1,Research Scientist,0,2,2,2,2,1,2911,13,1,3,2,2,No,Travel_Rarely,4,3,3,2
339,No,34,Male,Married,2,4,Life Sciences,Research & Development,2,Manufacturing Director,5,13,11,9,9,6,5957,13,1,3,3,2,No,Travel_Rarely,1,4,2,3
340,No,37,Female,Married,1,2,Medical,Research & Development,1,Research Scientist,0,17,3,1,2,2,3920,14,1,3,2,2,No,Travel_Rarely,1,3,1,2
341,No,45,Male,Married,7,4,Life Sciences,Research & Development,2,Manufacturing Director,0,9,3,2,2,4,6434,17,1,3,1,4,No,Travel_Frequently,3,1,4,3
342,Yes,37,Male,Divorced,10,3,Medical,Research & Development,3,Manufacturing Director,0,17,1,0,0,6,10048,11,2,3,5,3,No,Travel_Frequently,3,1,2,3
343,No,39,Female,Single,2,4,Technical Degree,Research & Development,3,Healthcare Representative,11,20,19,6,8,0,10938,25,0,4,1,3,No,Travel_Frequently,3,3,4,3
346,No,29,Male,Single,15,3,Life Sciences,Research & Development,1,Research Scientist,1,6,6,5,5,1,2340,19,0,3,1,3,No,Travel_Rarely,4,3,1,3
347,No,42,Female,Single,17,2,Life Sciences,Research & Development,2,Research Scientist,0,10,3,2,2,3,6545,13,0,3,1,4,Yes,Travel_Rarely,1,4,3,3
349,No,29,Male,Divorced,20,2,Marketing,Sales,2,Sales Executive,0,10,3,2,2,2,6931,14,1,3,2,3,No,Travel_Rarely,4,4,4,3
350,No,25,Female,Married,1,3,Life Sciences,Research & Development,2,Manufacturing Director,1,5,4,2,2,0,4898,12,2,3,3,3,No,Travel_Rarely,3,1,4,3
351,No,42,Female,Divorced,2,3,Medical,Research & Development,1,Laboratory Technician,7,10,9,6,8,0,2593,11,1,3,4,2,Yes,Travel_Rarely,1,4,3,3
352,No,40,Male,Divorced,2,2,Medical,Research & Development,5,Research Director,3,22,21,7,9,0,19436,19,1,3,5,3,No,Travel_Rarely,3,1,4,3
353,No,51,Male,Married,1,3,Life Sciences,Research & Development,1,Research Scientist,0,1,1,0,0,1,2723,11,0,3,0,3,No,Travel_Rarely,4,3,2,2
355,Yes,31,Male,Single,29,2,Medical,Research & Development,1,Laboratory Technician,1,6,5,4,4,0,3479,11,0,3,2,2,No,Travel_Frequently,2,3,2,4
359,No,32,Male,Married,7,3,Life Sciences,Research & Development,1,Laboratory Technician,0,5,5,1,3,1,2794,20,0,4,3,4,No,Travel_Frequently,2,2,3,1
361,No,38,Male,Married,2,2,Life Sciences,Sales,2,Sales Executive,7,13,8,7,5,3,5249,18,1,3,0,2,No,Non-Travel,4,4,4,3
362,No,32,Male,Single,2,1,Technical Degree,Research & Development,2,Laboratory Technician,0,9,6,2,4,4,2176,13,0,3,5,2,No,Travel_Rarely,1,4,4,3
363,No,46,Female,Married,2,3,Technical Degree,Sales,4,Manager,7,28,7,7,7,3,16872,12,1,3,2,1,Yes,Travel_Rarely,2,3,2,2
364,Yes,28,Male,Single,2,4,Life Sciences,Research & Development,1,Laboratory Technician,0,5,0,0,0,2,3485,11,0,3,5,3,No,Travel_Rarely,3,1,3,1
366,No,29,Male,Married,2,3,Medical,Sales,2,Sales Executive,0,10,0,0,0,2,6644,19,2,3,2,2,No,Travel_Rarely,2,1,2,3
367,No,31,Male,Married,23,3,Medical,Research & Development,2,Healthcare Representative,7,10,9,0,8,0,5582,21,1,4,2,2,No,Travel_Rarely,4,2,2,3
369,No,25,Male,Divorced,5,2,Life Sciences,Research & Development,2,Healthcare Representative,1,6,6,3,5,1,4000,12,2,3,2,4,No,Non-Travel,1,2,4,3
372,No,45,Male,Married,20,2,Medical,Research & Development,4,Healthcare Representative,4,21,20,7,10,0,13496,14,0,3,2,3,Yes,Travel_Rarely,4,3,2,3
373,No,36,Male,Married,6,3,Life Sciences,Research & Development,1,Laboratory Technician,10,16,15,13,11,0,3210,11,1,3,4,3,No,Travel_Rarely,4,4,3,3
374,No,55,Male,Single,1,3,Medical,Research & Development,5,Manager,4,37,36,10,13,0,19045,14,0,3,2,3,Yes,Travel_Rarely,1,4,3,3
376,Yes,47,Male,Married,29,4,Life Sciences,Research & Development,3,Manager,9,10,10,7,9,1,11849,12,1,3,2,3,Yes,Non-Travel,2,1,4,2
377,No,28,Male,Married,9,3,Medical,Research & Development,1,Research Scientist,0,5,5,2,4,1,2070,23,1,4,3,3,No,Travel_Rarely,4,4,4,2
378,No,37,Male,Married,6,4,Medical,Sales,2,Sales Executive,0,7,5,4,1,4,6502,14,1,3,5,3,No,Travel_Rarely,4,3,2,4
379,No,21,Male,Single,3,2,Medical,Research & Development,1,Research Scientist,1,3,3,2,0,1,3230,17,0,3,4,2,No,Travel_Rarely,3,4,1,4
380,No,37,Female,Divorced,1,4,Medical,Research & Development,3,Research Director,0,15,5,2,2,2,13603,18,2,3,2,3,Yes,Non-Travel,4,1,1,3
381,No,35,Female,Divorced,22,3,Life Sciences,Research & Development,3,Manager,6,10,7,7,2,7,11996,18,1,3,6,4,No,Travel_Rarely,2,2,2,2
382,No,38,Female,Divorced,7,2,Medical,Sales,2,Sales Executive,7,8,8,0,7,1,5605,24,1,4,3,4,Yes,Travel_Rarely,1,1,3,3
384,No,26,Female,Divorced,1,3,Life Sciences,Research & Development,2,Manufacturing Director,1,6,6,5,4,1,6397,20,1,4,6,3,No,Travel_Frequently,2,3,1,1
385,No,50,Male,Divorced,4,1,Life Sciences,Research & Development,5,Research Director,1,28,10,4,6,3,19144,14,2,3,4,3,No,Travel_Rarely,2,1,1,2
386,No,53,Male,Married,3,4,Medical,Research & Development,4,Research Director,1,21,5,3,3,3,17584,16,3,3,5,3,Yes,Travel_Rarely,3,3,4,2
387,No,42,Male,Married,1,1,Life Sciences,Sales,2,Sales Executive,11,20,20,16,6,1,4907,25,0,4,3,3,No,Travel_Rarely,3,2,3,3
388,No,29,Male,Single,2,2,Life Sciences,Sales,2,Sales Executive,0,10,10,7,9,1,4554,18,0,3,3,3,No,Travel_Frequently,4,2,1,2
389,No,55,Male,Married,20,2,Technical Degree,Research & Development,2,Laboratory Technician,0,12,10,7,8,3,5415,19,1,3,4,3,Yes,Travel_Rarely,4,2,4,3
390,No,26,Male,Married,11,2,Medical,Research & Development,2,Healthcare Representative,3,5,5,3,3,1,4741,13,1,3,3,3,Yes,Travel_Frequently,1,1,3,3
391,No,37,Female,Single,1,3,Life Sciences,Research & Development,1,Research Scientist,5,17,17,12,7,1,2115,12,0,3,3,3,No,Travel_Rarely,4,4,2,3
392,Yes,44,Male,Divorced,24,3,Life Sciences,Research & Development,1,Laboratory Technician,0,19,1,0,0,3,3161,22,1,4,0,3,Yes,Travel_Frequently,3,4,4,1
393,No,38,Male,Divorced,23,4,Life Sciences,Research & Development,2,Healthcare Representative,1,10,2,2,2,9,5745,14,1,3,2,3,No,Travel_Rarely,4,4,2,3
394,Yes,26,Male,Divorced,16,4,Medical,Research & Development,1,Laboratory Technician,0,5,3,2,2,2,2373,13,1,3,2,3,Yes,Travel_Rarely,2,1,4,3
395,No,28,Female,Single,8,2,Life Sciences,Research & Development,1,Research Scientist,0,5,5,3,2,1,3310,21,0,4,3,3,No,Travel_Rarely,4,4,4,3
396,No,49,Female,Single,10,4,Life Sciences,Research & Development,5,Research Director,1,22,3,2,2,9,18665,11,0,3,4,3,Yes,Travel_Frequently,1,3,4,3
397,No,36,Male,Single,3,3,Technical Degree,Research & Development,2,Research Scientist,7,10,8,0,7,4,4485,12,0,3,2,3,No,Travel_Rarely,2,3,4,3
399,No,31,Female,Divorced,5,3,Marketing,Sales,1,Sales Representative,2,2,2,2,2,1,2789,11,1,3,5,3,No,Travel_Frequently,2,4,3,2
401,Yes,26,Male,Single,4,4,Marketing,Sales,2,Sales Executive,7,8,8,7,4,1,5828,12,0,3,0,2,Yes,Travel_Rarely,4,4,2,3
403,No,37,Male,Married,9,3,Medical,Research & Development,1,Research Scientist,1,4,4,2,2,1,2326,12,3,3,3,3,Yes,Travel_Frequently,4,2,3,2
404,No,42,Female,Married,26,3,Marketing,Sales,4,Sales Executive,4,23,20,4,8,5,13525,14,1,3,2,3,No,Travel_Frequently,2,3,4,4
405,Yes,18,Male,Single,3,3,Life Sciences,Research & Development,1,Laboratory Technician,0,0,0,0,0,1,1420,13,0,3,2,3,No,Travel_Rarely,3,3,3,3
406,No,35,Male,Married,16,3,Marketing,Sales,3,Sales Executive,6,12,11,9,9,0,8020,15,2,3,3,3,No,Travel_Rarely,2,3,3,2
407,No,36,Male,Married,18,4,Life Sciences,Research & Development,1,Laboratory Technician,0,4,1,0,0,4,3688,18,2,3,2,4,No,Travel_Frequently,4,3,4,3
408,No,51,Male,Divorced,2,3,Medical,Research & Development,2,Manufacturing Director,1,13,4,1,2,5,5482,18,1,3,3,1,No,Travel_Rarely,2,4,4,3
410,No,41,Male,Single,2,4,Life Sciences,Sales,4,Manager,0,22,22,10,4,1,16015,19,0,3,2,3,No,Travel_Rarely,2,4,2,3
411,No,18,Female,Single,10,3,Medical,Sales,1,Sales Representative,0,0,0,0,0,1,1200,12,0,3,2,2,No,Travel_Rarely,3,4,1,3
412,No,28,Male,Single,16,2,Medical,Research & Development,2,Healthcare Representative,0,9,8,3,7,0,5661,19,0,3,2,4,No,Travel_Rarely,1,2,3,3
416,No,31,Male,Married,7,3,Technical Degree,Sales,2,Sales Executive,7,10,8,7,7,4,6929,11,1,3,3,4,No,Travel_Rarely,4,2,2,2
417,No,39,Male,Divorced,1,3,Medical,Research & Development,3,Healthcare Representative,3,19,18,10,7,0,9613,17,3,3,5,4,No,Travel_Rarely,4,3,1,2
419,No,36,Female,Married,24,4,Life Sciences,Research & Development,2,Laboratory Technician,0,11,9,8,8,7,5674,15,1,3,3,3,No,Non-Travel,2,2,3,3
420,No,32,Male,Married,7,3,Life Sciences,Sales,2,Sales Executive,4,13,13,8,8,1,5484,14,1,3,3,2,No,Travel_Rarely,3,4,3,2
421,No,38,Female,Married,25,2,Life Sciences,Research & Development,3,Research Director,0,19,10,8,1,3,12061,17,1,3,2,2,No,Travel_Rarely,2,1,3,3
422,No,58,Male,Divorced,1,4,Life Sciences,Research & Development,2,Healthcare Representative,1,12,5,3,2,2,5660,13,1,3,2,1,Yes,Non-Travel,3,4,4,3
423,No,31,Male,Married,5,4,Technical Degree,Research & Development,1,Research Scientist,0,6,5,2,3,0,4821,12,1,3,4,3,Yes,Travel_Rarely,4,3,3,3
424,No,31,Male,Married,2,3,Human Resources,Human Resources,2,Human Resources,1,9,2,2,0,3,6410,12,0,3,1,2,No,Travel_Rarely,1,1,4,3
425,No,45,Male,Divorced,7,3,Life Sciences,Research & Development,3,Laboratory Technician,9,24,24,9,11,1,5210,18,1,3,2,3,No,Travel_Frequently,1,1,1,3
426,No,31,Male,Divorced,2,4,Life Sciences,Research & Development,1,Research Scientist,2,3,2,2,2,0,2695,18,1,3,2,3,Yes,Travel_Rarely,4,3,2,1
428,No,33,Female,Married,5,4,Life Sciences,Research & Development,3,Manager,8,12,10,6,8,6,11878,11,2,3,2,3,No,Travel_Frequently,2,4,2,3
429,No,39,Male,Married,10,1,Medical,Research & Development,4,Manager,11,21,21,9,10,1,17068,14,0,3,3,3,Yes,Travel_Rarely,1,3,4,3
430,No,43,Female,Single,10,4,Life Sciences,Research & Development,1,Laboratory Technician,1,9,8,7,7,0,2455,19,0,3,5,3,No,Travel_Frequently,4,3,1,3
431,No,49,Female,Single,1,2,Technical Degree,Research & Development,4,Healthcare Representative,0,25,7,1,7,7,13964,12,0,3,2,2,Yes,Travel_Rarely,3,3,4,3
433,Yes,52,Male,Married,8,4,Medical,Research & Development,2,Research Scientist,7,11,8,2,7,2,4941,15,0,3,3,2,No,Travel_Rarely,2,3,1,2
434,No,27,Female,Single,5,3,Life Sciences,Research & Development,1,Research Scientist,1,4,4,3,2,1,2478,12,0,3,2,3,Yes,Travel_Rarely,2,3,2,2
436,No,32,Female,Married,8,2,Technical Degree,Sales,2,Sales Executive,11,13,13,12,9,1,5228,11,0,3,2,2,Yes,Travel_Rarely,2,3,4,3
437,No,27,Male,Single,2,3,Life Sciences,Sales,2,Sales Executive,0,5,5,4,4,1,4478,11,0,3,3,3,Yes,Travel_Rarely,3,4,1,3
438,No,31,Male,Divorced,7,3,Marketing,Sales,2,Sales Executive,1,13,7,7,7,4,7547,12,3,3,3,3,No,Travel_Rarely,4,4,4,3
439,No,32,Female,Single,2,4,Medical,Research & Development,2,Research Scientist,0,10,7,7,7,7,5055,16,0,3,0,4,No,Travel_Rarely,4,1,3,2
440,Yes,28,Male,Married,2,4,Medical,Research & Development,1,Research Scientist,2,5,3,2,2,5,3464,13,0,3,4,1,Yes,Travel_Rarely,4,1,4,2
441,No,30,Female,Married,28,2,Medical,Research & Development,2,Research Scientist,1,11,10,8,9,1,5775,13,2,3,2,3,No,Travel_Rarely,4,4,4,3
442,No,31,Female,Married,7,2,Life Sciences,Research & Development,3,Manufacturing Director,8,10,10,9,9,1,8943,24,1,4,2,2,No,Travel_Frequently,3,3,1,3
444,No,39,Male,Married,7,2,Medical,Research & Development,5,Manager,13,21,21,9,3,1,19272,15,1,3,2,2,No,Travel_Frequently,4,3,1,3
445,Yes,39,Female,Married,3,2,Medical,Sales,2,Sales Executive,0,12,1,0,0,4,5238,18,0,3,3,3,Yes,Travel_Rarely,3,4,1,2
446,No,33,Male,Single,10,3,Marketing,Sales,2,Sales Executive,0,9,7,7,1,3,4682,14,0,3,6,2,No,Travel_Frequently,4,2,3,2
447,No,47,Male,Married,5,5,Life Sciences,Research & Development,5,Research Director,1,21,3,2,1,4,18300,11,1,3,2,3,No,Travel_Rarely,3,4,2,3
448,No,43,Female,Divorced,10,4,Life Sciences,Research & Development,2,Laboratory Technician,0,9,9,7,0,1,5257,11,1,3,3,2,No,Travel_Frequently,3,3,2,4
449,No,27,Male,Married,1,1,Marketing,Sales,2,Sales Executive,1,6,5,4,4,0,6349,13,1,3,0,3,Yes,Non-Travel,2,3,4,3
450,No,54,Female,Single,20,4,Life Sciences,Research & Development,2,Research Scientist,0,20,4,3,3,3,4869,12,0,3,4,3,No,Travel_Frequently,3,4,4,2
451,No,43,Female,Married,7,3,Life Sciences,Research & Development,3,Healthcare Representative,0,10,1,0,0,8,9985,16,1,3,1,3,No,Travel_Rarely,1,3,1,2
